"com","BonNomDeVille","DeLaVille","ALaVille"
"86009","Archigny","d'Archigny","à Archigny"
"86010","Aslonnes","d'Aslonnes","à Aslonnes"
"86011","Asnières-sur-Blour","d'Asnières-sur-Blour","à Asnières-sur-Blour"
"86012","Asnois","d'Asnois","à Asnois"
"86013","Aulnay","d'Aulnay","à Aulnay"
"86014","Availles-en-Châtellerault","d'Availles-en-Châtellerault","à Availles-en-Châtellerault"
"86015","Availles-Limouzine","d'Availles-Limouzine","à Availles-Limouzine"
"86016","Avanton","d'Avanton","à Avanton"
"86017","Ayron","d'Ayron","à Ayron"
"86018","Basses","de Basses","à Basses"
"86019","Beaumont Saint-Cyr","de Beaumont Saint-Cyr","à Beaumont Saint-Cyr"
"86019","Beaumont","de Beaumont","à Beaumont"
"86020","Bellefonds","de Bellefonds","à Bellefonds"
"86021","Benassay","de Benassay","à Benassay"
"86022","Berrie","de Berrie","à Berrie"
"86023","Berthegon","de Berthegon","à Berthegon"
"86024","Béruges","de Béruges","à Béruges"
"86025","Béthines","de Béthines","à Béthines"
"86026","Beuxes","de Beuxes","à Beuxes"
"86027","Biard","de Biard","à Biard"
"86028","Bignoux","de Bignoux","à Bignoux"
"86029","Blanzay","de Blanzay","à Blanzay"
"86030","Blaslay","de Blaslay","à Blaslay"
"86031","Bonnes","de Bonnes","à Bonnes"
"86032","Bonneuil-Matours","de Bonneuil-Matours","à Bonneuil-Matours"
"86034","Bouresse","de Bouresse","à Bouresse"
"86035","Bourg-Archambault","de Bourg-Archambault","à Bourg-Archambault"
"86036","Bournand","de Bournand","à Bournand"
"86037","Brigueil-le-Chantre","de Brigueil-le-Chantre","à Brigueil-le-Chantre"
"86038","Brion","de Brion","à Brion"
"86039","Brux","de Brux","à Brux"
"86040","La Bussière","de La Bussière","à La Bussière"
"86041","Buxerolles","de Buxerolles","à Buxerolles"
"86042","Buxeuil","de Buxeuil","à Buxeuil"
"86043","Ceaux-en-Couhé","de Ceaux-en-Couhé","à Ceaux-en-Couhé"
"86044","Ceaux-en-Loudun","de Ceaux-en-Loudun","à Ceaux-en-Loudun"
"86045","Celle-Lévescault","de Celle-Lévescault","à Celle-Lévescault"
"86046","Cenon-sur-Vienne","de Cenon-sur-Vienne","à Cenon-sur-Vienne"
"86047","Cernay","de Cernay","à Cernay"
"86048","Chabournay","de Chabournay","à Chabournay"
"86049","Chalais","de Chalais","à Chalais"
"86050","Chalandray","de Chalandray","à Chalandray"
"86051","Champagné-le-Sec","de Champagné-le-Sec","à Champagné-le-Sec"
"86052","Champagné-Saint-Hilaire","de Champagné-Saint-Hilaire","à Champagné-Saint-Hilaire"
"86053","Champigny en Rochereau","de Champigny en Rochereau","à Champigny en Rochereau"
"86053","Champigny-le-Sec","de Champigny-le-Sec","à Champigny-le-Sec"
"86054","Champniers","de Champniers","à Champniers"
"86055","La Chapelle-Bâton","de La Chapelle-Bâton","à La Chapelle-Bâton"
"86056","La Chapelle-Montreuil","de La Chapelle-Montreuil","à La Chapelle-Montreuil"
"86058","La Chapelle-Moulière","de La Chapelle-Moulière","à La Chapelle-Moulière"
"86059","Chapelle-Viviers","de Chapelle-Viviers","à Chapelle-Viviers"
"86060","Charrais","de Charrais","à Charrais"
"86061","Charroux","de Charroux","à Charroux"
"86062","Chasseneuil-du-Poitou","de Chasseneuil-du-Poitou","à Chasseneuil-du-Poitou"
"86063","Chatain","de Chatain","à Chatain"
"86064","Château-Garnier","de Château-Garnier","à Château-Garnier"
"86065","Château-Larcher","de Château-Larcher","à Château-Larcher"
"86066","Châtellerault","de Châtellerault","à Châtellerault"
"86067","Châtillon","de Châtillon","à Châtillon"
"86068","Chaunay","de Chaunay","à Chaunay"
"86069","La Chaussée","de La Chaussée","à La Chaussée"
"86070","Chauvigny","de Chauvigny","à Chauvigny"
"86071","Cheneché","de Cheneché","à Cheneché"
"86072","Chenevelles","de Chenevelles","à Chenevelles"
"86073","Cherves","de Cherves","à Cherves"
"86074","Chiré-en-Montreuil","de Chiré-en-Montreuil","à Chiré-en-Montreuil"
"86075","Chouppes","de Chouppes","à Chouppes"
"86076","Cissé","de Cissé","à Cissé"
"86077","Civaux","de Civaux","à Civaux"
"86078","Civray","de Civray","à Civray"
"86079","La Roche-Rigault","de La Roche-Rigault","à La Roche-Rigault"
"86080","Cloué","de Cloué","à Cloué"
"86081","Colombiers","de Colombiers","à Colombiers"
"86082","Valence-en-Poitou","de Valence-en-Poitou","à Valence-en-Poitou"
"86082","Couhé","de Couhé","à Couhé"
"86083","Coulombiers","de Coulombiers","à Coulombiers"
"86084","Coulonges","de Coulonges","à Coulonges"
"86085","Coussay","de Coussay","à Coussay"
"86086","Coussay-les-Bois","de Coussay-les-Bois","à Coussay-les-Bois"
"86087","Craon","de Craon","à Craon"
"86088","Croutelle","de Croutelle","à Croutelle"
"86089","Cuhon","de Cuhon","à Cuhon"
"86090","Curçay-sur-Dive","de Curçay-sur-Dive","à Curçay-sur-Dive"
"86091","Curzay-sur-Vonne","de Curzay-sur-Vonne","à Curzay-sur-Vonne"
"86092","Dangé-Saint-Romain","de Dangé-Saint-Romain","à Dangé-Saint-Romain"
"86093","Dercé","de Dercé","à Dercé"
"86094","Dienné","de Dienné","à Dienné"
"86095","Dissay","de Dissay","à Dissay"
"86096","Doussay","de Doussay","à Doussay"
"86097","La Ferrière-Airoux","de La Ferrière-Airoux","à La Ferrière-Airoux"
"86098","Fleix","de Fleix","à Fleix"
"86099","Fleuré","de Fleuré","à Fleuré"
"86100","Fontaine-le-Comte","de Fontaine-le-Comte","à Fontaine-le-Comte"
"86101","Frontenay-sur-Dive","de Frontenay-sur-Dive","à Frontenay-sur-Dive"
"86102","Frozes","de Frozes","à Frozes"
"86103","Gençay","de Gençay","à Gençay"
"86104","Genouillé","de Genouillé","à Genouillé"
"86105","Gizay","de Gizay","à Gizay"
"86106","Glénouze","de Glénouze","à Glénouze"
"86107","Gouex","de Gouex","à Gouex"
"86108","La Grimaudière","de La Grimaudière","à La Grimaudière"
"86109","Guesnes","de Guesnes","à Guesnes"
"86110","Haims","de Haims","à Haims"
"86111","Ingrandes","d'Ingrandes","à Ingrandes"
"86112","L'Isle-Jourdain","de l'Isle-Jourdain","à l'Isle-Jourdain"
"86113","Iteuil","d'Iteuil","à Iteuil"
"86114","Jardres","de Jardres","à Jardres"
"86115","Jaunay-Marigny","de Jaunay-Marigny","à Jaunay-Marigny"
"86115","Jaunay-Clan","de Jaunay-Clan","à Jaunay-Clan"
"86116","Jazeneuil","de Jazeneuil","à Jazeneuil"
"86117","Jouhet","de Jouhet","à Jouhet"
"86118","Journet","de Journet","à Journet"
"86119","Joussé","de Joussé","à Joussé"
"86120","Lathus-Saint-Rémy","de Lathus-Saint-Rémy","à Lathus-Saint-Rémy"
"86121","Latillé","de Latillé","à Latillé"
"86122","Lauthiers","de Lauthiers","à Lauthiers"
"86123","Boivre-la-Vallée","de Boivre-la-Vallée","à Boivre-la-Vallée"
"86123","Lavausseau","de Lavausseau","à Lavausseau"
"86124","Lavoux","de Lavoux","à Lavoux"
"86125","Leigné-les-Bois","de Leigné-les-Bois","à Leigné-les-Bois"
"86126","Leignes-sur-Fontaine","de Leignes-sur-Fontaine","à Leignes-sur-Fontaine"
"86127","Leigné-sur-Usseau","de Leigné-sur-Usseau","à Leigné-sur-Usseau"
"86128","Lencloître","de Lencloître","à Lencloître"
"86129","Lésigny","de Lésigny","à Lésigny"
"86130","Leugny","de Leugny","à Leugny"
"86131","Lhommaizé","de Lhommaizé","à Lhommaizé"
"86132","Liglet","de Liglet","à Liglet"
"86133","Ligugé","de Ligugé","à Ligugé"
"86134","Linazay","de Linazay","à Linazay"
"86135","Liniers","de Liniers","à Liniers"
"86136","Lizant","de Lizant","à Lizant"
"86137","Loudun","de Loudun","à Loudun"
"86138","Luchapt","de Luchapt","à Luchapt"
"86139","Lusignan","de Lusignan","à Lusignan"
"86140","Lussac-les-Châteaux","de Lussac-les-Châteaux","à Lussac-les-Châteaux"
"86141","Magné","de Magné","à Magné"
"86142","Maillé","de Maillé","à Maillé"
"86143","Mairé","de Mairé","à Mairé"
"86144","Maisonneuve","de Maisonneuve","à Maisonneuve"
"86145","Marçay","de Marçay","à Marçay"
"86146","Marigny-Brizay","de Marigny-Brizay","à Marigny-Brizay"
"86147","Marigny-Chemereau","de Marigny-Chemereau","à Marigny-Chemereau"
"86148","Marnay","de Marnay","à Marnay"
"86149","Martaizé","de Martaizé","à Martaizé"
"86150","Massognes","de Massognes","à Massognes"
"86151","Maulay","de Maulay","à Maulay"
"86152","Mauprévoir","de Mauprévoir","à Mauprévoir"
"86153","Mazerolles","de Mazerolles","à Mazerolles"
"86154","Mazeuil","de Mazeuil","à Mazeuil"
"86155","Messais","de Messais","à Messais"
"86156","Messemé","de Messemé","à Messemé"
"86157","Mignaloux-Beauvoir","de Mignaloux-Beauvoir","à Mignaloux-Beauvoir"
"86158","Migné-Auxances","de Migné-Auxances","à Migné-Auxances"
"86159","Millac","de Millac","à Millac"
"86160","Mirebeau","de Mirebeau","à Mirebeau"
"86161","Moncontour","de Moncontour","à Moncontour"
"86162","Mondion","de Mondion","à Mondion"
"86163","Montamisé","de Montamisé","à Montamisé"
"86164","Monthoiron","de Monthoiron","à Monthoiron"
"86165","Montmorillon","de Montmorillon","à Montmorillon"
"86166","Montreuil-Bonnin","de Montreuil-Bonnin","à Montreuil-Bonnin"
"86167","Monts-sur-Guesnes","de Monts-sur-Guesnes","à Monts-sur-Guesnes"
"86169","Morton","de Morton","à Morton"
"86170","Moulismes","de Moulismes","à Moulismes"
"86171","Moussac","de Moussac","à Moussac"
"86172","Mouterre-sur-Blourde","de Mouterre-sur-Blourde","à Mouterre-sur-Blourde"
"86173","Mouterre-Silly","de Mouterre-Silly","à Mouterre-Silly"
"86174","Naintré","de Naintré","à Naintré"
"86175","Nalliers","de Nalliers","à Nalliers"
"86176","Nérignac","de Nérignac","à Nérignac"
"86177","Neuville-de-Poitou","de Neuville-de-Poitou","à Neuville-de-Poitou"
"86178","Nieuil-l'Espoir","de Nieuil-l'Espoir","à Nieuil-l'Espoir"
"86179","Notre-Dame-d'Or","de Notre-Dame-d'Or","à Notre-Dame-d'Or"
"86180","Nouaillé-Maupertuis","de Nouaillé-Maupertuis","à Nouaillé-Maupertuis"
"86181","Nueil-sous-Faye","de Nueil-sous-Faye","à Nueil-sous-Faye"
"86182","Orches","d'Orches","à Orches"
"86183","Les Ormes","des Ormes","aux Ormes"
"86184","Ouzilly","d'Ouzilly","à Ouzilly"
"86185","Ouzilly-Vignolles","d'Ouzilly-Vignolles","à Ouzilly-Vignolles"
"86186","Oyré","d'Oyré","à Oyré"
"86187","Paizay-le-Sec","de Paizay-le-Sec","à Paizay-le-Sec"
"86188","Payré","de Payré","à Payré"
"86189","Payroux","de Payroux","à Payroux"
"86190","Persac","de Persac","à Persac"
"86191","Pindray","de Pindray","à Pindray"
"86192","Plaisance","de Plaisance","à Plaisance"
"86193","Pleumartin","de Pleumartin","à Pleumartin"
"86194","Poitiers","de Poitiers","à Poitiers"
"86195","Port-de-Piles","de Port-de-Piles","à Port-de-Piles"
"86196","Pouançay","de Pouançay","à Pouançay"
"86197","Pouant","de Pouant","à Pouant"
"86198","Pouillé","de Pouillé","à Pouillé"
"86199","Pouzioux","de Pouzioux","à Pouzioux"
"86200","Pressac","de Pressac","à Pressac"
"86201","Prinçay","de Prinçay","à Prinçay"
"86202","La Puye","de La Puye","à La Puye"
"86203","Queaux","de Queaux","à Queaux"
"86204","Quinçay","de Quinçay","à Quinçay"
"86205","Ranton","de Ranton","à Ranton"
"86206","Raslay","de Raslay","à Raslay"
"86207","La Roche-Posay","de La Roche-Posay","à La Roche-Posay"
"86208","Le Rochereau","du Rochereau","au Rochereau"
"86209","Roches-Prémarie-Andillé","de Roches-Prémarie-Andillé","à Roches-Prémarie-Andillé"
"86210","Roiffé","de Roiffé","à Roiffé"
"86211","Romagne","de Romagne","à Romagne"
"86212","Rossay","de Rossay","à Rossay"
"86213","Rouillé","de Rouillé","à Rouillé"
"86214","Saint-Benoît","de Saint-Benoît","à Saint-Benoît"
"86216","Saint-Chartres","de Saint-Chartres","à Saint-Chartres"
"86217","Saint-Christophe","de Saint-Christophe","à Saint-Christophe"
"86218","Saint-Clair","de Saint-Clair","à Saint-Clair"
"86219","Saint-Cyr","de Saint-Cyr","à Saint-Cyr"
"86220","Saint-Gaudent","de Saint-Gaudent","à Saint-Gaudent"
"86221","Saint-Genest-d'Ambière","de Saint-Genest-d'Ambière","à Saint-Genest-d'Ambière"
"86222","Saint-Georges-lès-Baillargeaux","de Saint-Georges-lès-Baillargeaux","à Saint-Georges-lès-Baillargeaux"
"86223","Saint-Germain","de Saint-Germain","à Saint-Germain"
"86224","Saint-Gervais-les-Trois-Clochers","de Saint-Gervais-les-Trois-Clochers","à Saint-Gervais-les-Trois-Clochers"
"86225","Saint-Jean-de-Sauves","de Saint-Jean-de-Sauves","à Saint-Jean-de-Sauves"
"86226","Saint-Julien-l'Ars","de Saint-Julien-l'Ars","à Saint-Julien-l'Ars"
"86227","Saint-Laon","de Saint-Laon","à Saint-Laon"
"86228","Saint-Laurent-de-Jourdes","de Saint-Laurent-de-Jourdes","à Saint-Laurent-de-Jourdes"
"86229","Saint-Léger-de-Montbrillais","de Saint-Léger-de-Montbrillais","à Saint-Léger-de-Montbrillais"
"86230","Saint-Léomer","de Saint-Léomer","à Saint-Léomer"
"86231","Saint-Macoux","de Saint-Macoux","à Saint-Macoux"
"86233","Valdivienne","de Valdivienne","à Valdivienne"
"86234","Saint-Martin-l'Ars","de Saint-Martin-l'Ars","à Saint-Martin-l'Ars"
"86235","Saint-Maurice-la-Clouère","de Saint-Maurice-la-Clouère","à Saint-Maurice-la-Clouère"
"86236","Saint-Pierre-de-Maillé","de Saint-Pierre-de-Maillé","à Saint-Pierre-de-Maillé"
"86237","Saint-Pierre-d'Exideuil","de Saint-Pierre-d'Exideuil","à Saint-Pierre-d'Exideuil"
"86239","Sainte-Radégonde","de Sainte-Radégonde","à Sainte-Radégonde"
"86240","Saint-Rémy-en-Montmorillon","de Saint-Rémy-en-Montmorillon","à Saint-Rémy-en-Montmorillon"
"86241","Saint-Rémy-sur-Creuse","de Saint-Rémy-sur-Creuse","à Saint-Rémy-sur-Creuse"
"86242","Saint-Romain","de Saint-Romain","à Saint-Romain"
"86244","Saint-Sauvant","de Saint-Sauvant","à Saint-Sauvant"
"86245","Senillé-Saint-Sauveur","de Senillé-Saint-Sauveur","à Senillé-Saint-Sauveur"
"86245","Saint-Sauveur","de Saint-Sauveur","à Saint-Sauveur"
"86246","Saint-Savin","de Saint-Savin","à Saint-Savin"
"86247","Saint-Saviol","de Saint-Saviol","à Saint-Saviol"
"86248","Saint-Secondin","de Saint-Secondin","à Saint-Secondin"
"86249","Saires","de Saires","à Saires"
"86250","Saix","de Saix","à Saix"
"86252","Sammarçolles","de Sammarçolles","à Sammarçolles"
"86253","Sanxay","de Sanxay","à Sanxay"
"86254","Saulgé","de Saulgé","à Saulgé"
"86255","Savigné","de Savigné","à Savigné"
"86256","Savigny-Lévescault","de Savigny-Lévescault","à Savigny-Lévescault"
"86257","Savigny-sous-Faye","de Savigny-sous-Faye","à Savigny-sous-Faye"
"86258","Scorbé-Clairvaux","de Scorbé-Clairvaux","à Scorbé-Clairvaux"
"86259","Senillé","de Senillé","à Senillé"
"86260","Sérigny","de Sérigny","à Sérigny"
"86261","Sèvres-Anxaumont","de Sèvres-Anxaumont","à Sèvres-Anxaumont"
"86262","Sillars","de Sillars","à Sillars"
"86263","Smarves","de Smarves","à Smarves"
"86264","Sommières-du-Clain","de Sommières-du-Clain","à Sommières-du-Clain"
"86265","Sossais","de Sossais","à Sossais"
"86266","Surin","de Surin","à Surin"
"86267","Targé","de Targé","à Targé"
"86268","Tercé","de Tercé","à Tercé"
"86269","Ternay","de Ternay","à Ternay"
"86270","Thollet","de Thollet","à Thollet"
"86271","Thurageau","de Thurageau","à Thurageau"
"86272","Thuré","de Thuré","à Thuré"
"86273","La Trimouille","de La Trimouille","à La Trimouille"
"86274","Les Trois-Moutiers","des Trois-Moutiers","aux Trois-Moutiers"
"86275","Usseau","d'Usseau","à Usseau"
"86276","Usson-du-Poitou","d'Usson-du-Poitou","à Usson-du-Poitou"
"86277","Varennes","de Varennes","à Varennes"
"86278","Vaux","de Vaux","à Vaux"
"86279","Vaux-sur-Vienne","de Vaux-sur-Vienne","à Vaux-sur-Vienne"
"86280","Vellèches","de Vellèches","à Vellèches"
"86281","Saint-Martin-la-Pallu","de Saint-Martin-la-Pallu","à Saint-Martin-la-Pallu"
"86281","Vendeuvre-du-Poitou","de Vendeuvre-du-Poitou","à Vendeuvre-du-Poitou"
"86283","Verger-sur-Dive","de Verger-sur-Dive","à Verger-sur-Dive"
"86284","Vernon","de Vernon","à Vernon"
"86285","Verrières","de Verrières","à Verrières"
"86286","Verrue","de Verrue","à Verrue"
"86287","Vézières","de Vézières","à Vézières"
"86288","Vicq-sur-Gartempe","de Vicq-sur-Gartempe","à Vicq-sur-Gartempe"
"86289","Le Vigeant","du Vigeant","au Vigeant"
"86290","La Villedieu-du-Clain","de La Villedieu-du-Clain","à La Villedieu-du-Clain"
"86291","Villemort","de Villemort","à Villemort"
"86292","Villiers","de Villiers","à Villiers"
"86293","Vivonne","de Vivonne","à Vivonne"
"86294","Vouillé","de Vouillé","à Vouillé"
"86295","Voulême","de Voulême","à Voulême"
"86296","Voulon","de Voulon","à Voulon"
"86297","Vouneuil-sous-Biard","de Vouneuil-sous-Biard","à Vouneuil-sous-Biard"
"86298","Vouneuil-sur-Vienne","de Vouneuil-sur-Vienne","à Vouneuil-sur-Vienne"
"86299","Vouzailles","de Vouzailles","à Vouzailles"
"86300","Yversay","d'Yversay","à Yversay"
"87001","Aixe-sur-Vienne","d'Aixe-sur-Vienne","à Aixe-sur-Vienne"
"87002","Ambazac","d'Ambazac","à Ambazac"
"87003","Arnac-la-Poste","d'Arnac-la-Poste","à Arnac-la-Poste"
"87004","Augne","d'Augne","à Augne"
"87005","Aureil","d'Aureil","à Aureil"
"87006","Azat-le-Ris","d'Azat-le-Ris","à Azat-le-Ris"
"87007","Balledent","de Balledent","à Balledent"
"87008","La Bazeuge","de La Bazeuge","à La Bazeuge"
"87009","Beaumont-du-Lac","de Beaumont-du-Lac","à Beaumont-du-Lac"
"87011","Bellac","de Bellac","à Bellac"
"87012","Berneuil","de Berneuil","à Berneuil"
"87013","Bersac-sur-Rivalier","de Bersac-sur-Rivalier","à Bersac-sur-Rivalier"
"87014","Bessines-sur-Gartempe","de Bessines-sur-Gartempe","à Bessines-sur-Gartempe"
"87015","Beynac","de Beynac","à Beynac"
"87016","Les Billanges","des Billanges","aux Billanges"
"87017","Blanzac","de Blanzac","à Blanzac"
"87018","Blond","de Blond","à Blond"
"87019","Boisseuil","de Boisseuil","à Boisseuil"
"87020","Bonnac-la-Côte","de Bonnac-la-Côte","à Bonnac-la-Côte"
"87021","Bosmie-l'Aiguille","de Bosmie-l'Aiguille","à Bosmie-l'Aiguille"
"87022","Breuilaufa","de Breuilaufa","à Breuilaufa"
"87023","Le Buis","du Buis","au Buis"
"87024","Bujaleuf","de Bujaleuf","à Bujaleuf"
"87025","Burgnac","de Burgnac","à Burgnac"
"87026","Bussière-Boffy","de Bussière-Boffy","à Bussière-Boffy"
"87027","Bussière-Galant","de Bussière-Galant","à Bussière-Galant"
"87028","Val-d'Oire-et-Gartempe","de Val-d'Oire-et-Gartempe","à Val-d'Oire-et-Gartempe"
"87028","Bussière-Poitevine","de Bussière-Poitevine","à Bussière-Poitevine"
"87029","Les Cars","des Cars","aux Cars"
"87030","Chaillac-sur-Vienne","de Chaillac-sur-Vienne","à Chaillac-sur-Vienne"
"87031","Le Chalard","du Chalard","au Chalard"
"87032","Châlus","de Châlus","à Châlus"
"87033","Chamboret","de Chamboret","à Chamboret"
"87034","Champagnac-la-Rivière","de Champagnac-la-Rivière","à Champagnac-la-Rivière"
"87035","Champnétery","de Champnétery","à Champnétery"
"87036","Champsac","de Champsac","à Champsac"
"87037","La Chapelle-Montbrandeix","de La Chapelle-Montbrandeix","à La Chapelle-Montbrandeix"
"87038","Chaptelat","de Chaptelat","à Chaptelat"
"87039","Château-Chervix","de Château-Chervix","à Château-Chervix"
"87040","Châteauneuf-la-Forêt","de Châteauneuf-la-Forêt","à Châteauneuf-la-Forêt"
"87041","Châteauponsac","de Châteauponsac","à Châteauponsac"
"87042","Le Châtenet-en-Dognon","du Châtenet-en-Dognon","au Châtenet-en-Dognon"
"87043","Cheissoux","de Cheissoux","à Cheissoux"
"87044","Chéronnac","de Chéronnac","à Chéronnac"
"87045","Cieux","de Cieux","à Cieux"
"87046","Cognac-la-Forêt","de Cognac-la-Forêt","à Cognac-la-Forêt"
"87047","Compreignac","de Compreignac","à Compreignac"
"87048","Condat-sur-Vienne","de Condat-sur-Vienne","à Condat-sur-Vienne"
